    µm         	nm
7.710371e+000	4.748960e+001
7.729941e+000	4.716800e+001
7.749511e+000	4.604240e+001
7.769080e+000	4.480960e+001
7.788650e+000	4.400560e+001
7.808219e+000	4.507760e+001
7.827789e+000	4.566720e+001
7.847358e+000	4.561360e+001
7.866927e+000	4.459520e+001
7.886497e+000	4.330880e+001
7.906066e+000	4.266560e+001
7.925636e+000	4.282640e+001
7.945206e+000	4.330880e+001
7.964775e+000	4.427360e+001
7.984344e+000	4.561360e+001
8.003914e+000	4.577440e+001
8.023483e+000	4.491680e+001
8.043053e+000	4.389840e+001
8.062622e+000	4.373760e+001
8.082192e+000	4.368400e+001
8.101762e+000	4.384480e+001
8.121330e+000	4.368400e+001
8.140900e+000	4.454160e+001
8.160469e+000	4.561360e+001
8.180039e+000	4.529200e+001
8.199609e+000	4.448800e+001
8.219178e+000	4.427360e+001
8.238748e+000	4.427360e+001
8.258316e+000	4.368400e+001
8.277886e+000	4.352320e+001
8.297456e+000	4.389840e+001
8.317025e+000	4.491680e+001
8.336595e+000	4.598880e+001
8.356164e+000	4.636400e+001
8.375734e+000	4.673920e+001
8.395304e+000	4.690000e+001
8.414872e+000	4.679280e+001
8.434442e+000	4.582800e+001
8.454012e+000	4.454160e+001
8.473581e+000	4.309440e+001
8.493151e+000	4.164720e+001
8.512720e+000	4.030720e+001
8.532290e+000	4.030720e+001
8.551859e+000	3.998560e+001
8.571428e+000	3.902080e+001
8.590998e+000	3.778800e+001
8.610567e+000	3.634080e+001
8.630137e+000	3.489360e+001
8.649707e+000	3.344640e+001
8.669276e+000	3.194560e+001
8.688845e+000	3.049840e+001
8.708414e+000	2.905120e+001
8.727984e+000	2.760400e+001
8.747554e+000	2.615680e+001
8.767123e+000	2.470960e+001
8.786693e+000	2.320880e+001
8.806262e+000	2.181520e+001
8.825831e+000	2.031440e+001
8.845401e+000	1.892080e+001
8.864970e+000	1.742000e+001
8.884540e+000	1.597280e+001
8.904110e+000	1.452560e+001
8.923679e+000	1.313200e+001
8.943249e+000	1.168480e+001
8.962817e+000	1.029120e+001
8.982387e+000	8.843999e+000
9.001957e+000	7.396800e+000
9.021526e+000	5.896000e+000
9.041096e+000	4.502400e+000
9.060665e+000	3.055200e+000
9.080235e+000	1.608000e+000
9.099805e+000	1.072000e-001
9.119373e+000	-1.286400e+000
9.138943e+000	-2.733600e+000
9.158513e+000	-4.127200e+000
9.178082e+000	-5.574400e+000
9.197652e+000	-6.968000e+000
9.217221e+000	-8.415199e+000
9.236791e+000	-9.808800e+000
9.256360e+000	-1.125600e+001
9.275929e+000	-1.264960e+001
9.295499e+000	-1.409680e+001
9.315068e+000	-1.554400e+001
9.334638e+000	-1.699120e+001
9.354208e+000	-1.838480e+001
9.373777e+000	-1.983200e+001
9.393346e+000	-2.122560e+001
9.412915e+000	-2.267280e+001
9.432485e+000	-2.406640e+001
9.452055e+000	-2.551360e+001
9.471624e+000	-2.685360e+001
9.491194e+000	-2.830080e+001
9.510763e+000	-2.969440e+001
9.530332e+000	-3.114160e+001
9.549902e+000	-3.253520e+001
9.569471e+000	-3.392880e+001
9.589041e+000	-3.532240e+001
9.608611e+000	-3.676960e+001
9.628180e+000	-3.810960e+001
9.647750e+000	-3.955680e+001
9.667318e+000	-4.089680e+001
9.686888e+000	-4.234400e+001
9.706458e+000	-4.373760e+001
9.726027e+000	-4.518480e+001
9.745597e+000	-4.657840e+001
9.765166e+000	-4.797200e+001
9.784736e+000	-4.936560e+001
9.804306e+000	-5.081280e+001
9.823874e+000	-5.215280e+001
9.843444e+000	-5.360000e+001
9.863013e+000	-5.499360e+001
9.882583e+000	-5.638720e+001
9.902153e+000	-5.703040e+001
9.921722e+000	-5.692320e+001
9.941292e+000	-5.649440e+001
9.960861e+000	-5.649440e+001
9.980430e+000	-5.472560e+001
1.000000e+001	-5.322480e+001
