    kHz         	 V
3.087104e+002	1.535339e-001
3.087164e+002	1.538696e-001
3.087224e+002	1.545410e-001
3.087284e+002	1.553650e-001
3.087344e+002	1.546936e-001
3.087405e+002	1.556091e-001
3.087465e+002	1.551514e-001
3.087525e+002	1.548462e-001
3.087585e+002	1.550598e-001
3.087645e+002	1.555786e-001
3.087706e+002	1.564636e-001
3.087766e+002	1.564331e-001
3.087826e+002	1.571655e-001
3.087886e+002	1.568909e-001
3.087946e+002	1.571960e-001
3.088007e+002	1.575623e-001
3.088067e+002	1.575317e-001
3.088127e+002	1.582336e-001
3.088187e+002	1.584167e-001
3.088247e+002	1.578064e-001
3.088308e+002	1.582031e-001
3.088367e+002	1.592407e-001
3.088428e+002	1.593018e-001
3.088488e+002	1.590271e-001
3.088548e+002	1.597595e-001
3.088608e+002	1.602478e-001
3.088668e+002	1.601257e-001
3.088729e+002	1.610413e-001
3.088789e+002	1.607361e-001
3.088849e+002	1.610107e-001
3.088909e+002	1.618652e-001
3.088969e+002	1.614075e-001
3.089029e+002	1.610107e-001
3.089090e+002	1.619873e-001
