    kHz         	 V
2.961586e+002	1.895752e-001
2.961644e+002	1.867676e-001
2.961702e+002	1.856079e-001
2.961759e+002	1.840210e-001
2.961817e+002	1.817932e-001
2.961875e+002	1.794128e-001
2.961933e+002	1.779175e-001
2.961991e+002	1.769714e-001
2.962048e+002	1.752930e-001
2.962106e+002	1.733704e-001
2.962164e+002	1.716309e-001
2.962222e+002	1.702271e-001
2.962279e+002	1.689453e-001
2.962337e+002	1.666260e-001
2.962395e+002	1.652832e-001
2.962453e+002	1.637878e-001
2.962511e+002	1.619263e-001
2.962568e+002	1.601563e-001
2.962626e+002	1.594238e-001
2.962684e+002	1.565247e-001
2.962742e+002	1.558228e-001
2.962799e+002	1.544189e-001
2.962857e+002	1.522522e-001
2.962915e+002	1.513062e-001
2.962973e+002	1.490173e-001
2.963031e+002	1.483765e-001
2.963088e+002	1.465759e-001
2.963146e+002	1.454468e-001
2.963204e+002	1.447449e-001
2.963262e+002	1.428528e-001
2.963319e+002	1.400757e-001
2.963377e+002	1.397705e-001
2.963435e+002	1.379700e-001
2.963493e+002	1.364136e-001
2.963551e+002	1.357117e-001
2.963608e+002	1.342773e-001
2.963666e+002	1.334229e-001
2.963724e+002	1.320496e-001
2.963782e+002	1.303406e-001
2.963839e+002	1.280212e-001
2.963897e+002	1.275024e-001
2.963955e+002	1.265259e-001
2.964013e+002	1.252136e-001
2.964071e+002	1.237183e-001
2.964128e+002	1.217041e-001
2.964186e+002	1.213379e-001
2.964244e+002	1.201782e-001
2.964302e+002	1.191406e-001
2.964360e+002	1.181335e-001
2.964417e+002	1.165771e-001
2.964475e+002	1.146240e-001
2.964533e+002	1.135864e-001
2.964591e+002	1.122437e-001
2.964648e+002	1.119995e-001
2.964706e+002	1.110229e-001
2.964764e+002	1.093750e-001
2.964822e+002	1.079407e-001
2.964880e+002	1.072388e-001
2.964938e+002	1.054993e-001
2.964995e+002	1.047668e-001
2.965053e+002	1.046448e-001
2.965111e+002	1.033936e-001
2.965168e+002	1.016235e-001
2.965226e+002	1.004639e-001
2.965284e+002	1.007080e-001
2.965342e+002	9.857178e-002
2.965400e+002	9.777832e-002
2.965458e+002	9.674072e-002
2.965515e+002	9.524536e-002
2.965573e+002	9.436035e-002
2.965631e+002	9.362793e-002
2.965688e+002	9.289551e-002
2.965746e+002	9.222412e-002
2.965804e+002	9.112549e-002
2.965862e+002	8.969116e-002
