    kHz         	 V
2.901009e+002	2.667542e-001
2.901065e+002	2.670288e-001
2.901122e+002	2.659912e-001
2.901179e+002	2.655945e-001
2.901235e+002	2.656555e-001
2.901292e+002	2.655640e-001
2.901348e+002	2.654114e-001
2.901405e+002	2.648926e-001
2.901462e+002	2.650146e-001
2.901518e+002	2.638245e-001
2.901575e+002	2.643738e-001
2.901631e+002	2.638855e-001
2.901688e+002	2.640686e-001
2.901744e+002	2.626648e-001
2.901801e+002	2.629089e-001
2.901858e+002	2.632141e-001
2.901914e+002	2.625122e-001
2.901971e+002	2.615356e-001
2.902027e+002	2.619934e-001
2.902084e+002	2.616577e-001
2.902141e+002	2.612610e-001
2.902197e+002	2.611694e-001
2.902254e+002	2.598877e-001
2.902310e+002	2.608032e-001
2.902367e+002	2.601624e-001
2.902423e+002	2.598877e-001
2.902480e+002	2.592468e-001
2.902537e+002	2.591553e-001
2.902593e+002	2.588806e-001
2.902650e+002	2.589417e-001
2.902707e+002	2.571716e-001
2.902763e+002	2.578735e-001
2.902820e+002	2.573547e-001
2.902876e+002	2.579041e-001
2.902933e+002	2.567139e-001
2.902989e+002	2.561035e-001
2.903046e+002	2.560425e-001
2.903103e+002	2.554626e-001
2.903159e+002	2.553101e-001
2.903216e+002	2.548523e-001
2.903272e+002	2.544250e-001
2.903329e+002	2.537537e-001
2.903386e+002	2.533264e-001
2.903442e+002	2.529602e-001
2.903499e+002	2.527161e-001
2.903555e+002	2.522583e-001
2.903612e+002	2.519226e-001
2.903668e+002	2.506714e-001
2.903725e+002	2.504272e-001
2.903782e+002	2.500916e-001
2.903838e+002	2.498779e-001
2.903895e+002	2.500000e-001
2.903952e+002	2.493591e-001
2.904008e+002	2.481689e-001
2.904065e+002	2.479248e-001
2.904121e+002	2.464294e-001
2.904178e+002	2.460022e-001
2.904234e+002	2.467346e-001
2.904291e+002	2.457581e-001
2.904348e+002	2.454224e-001
2.904404e+002	2.448120e-001
2.904461e+002	2.443237e-001
2.904518e+002	2.432556e-001
2.904574e+002	2.430725e-001
2.904631e+002	2.424927e-001
2.904687e+002	2.410889e-001
2.904744e+002	2.400818e-001
2.904800e+002	2.406921e-001
2.904857e+002	2.397156e-001
2.904913e+002	2.394104e-001
2.904970e+002	2.384033e-001
2.905027e+002	2.381897e-001
2.905083e+002	2.375183e-001
2.905140e+002	2.365723e-001
